drug_name	drug_id	ind_name	ind_id	NCT	status	phase	DetailedStatus	label	functional_failure	doid_code	doid_name
Prednisone	DB00635	Arthritis, Gouty	C0003868		Approved			1		DOID:13189	gout
Hydrocortisone	DB00741	Arthritis, Gouty	C0003868		Approved			1		DOID:13189	gout
Prednisolone	DB00860	Arthritis, Gouty	C0003868		Approved			1		DOID:13189	gout
Methylprednisolone	DB00959	Arthritis, Gouty	C0003868		Approved			1		DOID:13189	gout
Probenecid	DB01032	Arthritis, Gouty	C0003868		Approved			1		DOID:13189	gout
Dexamethasone	DB01234	Arthritis, Gouty	C0003868		Approved			1		DOID:13189	gout
Cortisone acetate	DB01380	Arthritis, Gouty	C0003868		Approved			1		DOID:13189	gout
Canakinumab	DB06168	Arthritis, Gouty	C0003868		Approved			1		DOID:13189	gout
Gemcitabine	DB00441	Malignant neoplasm of ovary	C1140680		Approved			1		DOID:2394	ovarian cancer
Altretamine	DB00488	Malignant neoplasm of ovary	C1140680		Approved			1		DOID:2394	ovarian cancer
Cisplatin	DB00515	Malignant neoplasm of ovary	C1140680		Approved			1		DOID:2394	ovarian cancer
Carboplatin	DB00958	Malignant neoplasm of ovary	C1140680		Approved			1		DOID:2394	ovarian cancer
Doxorubicin	DB00997	Malignant neoplasm of ovary	C1140680		Approved			1		DOID:2394	ovarian cancer
Hydroxyurea	DB01005	Malignant neoplasm of ovary	C1140680		Approved			1		DOID:2394	ovarian cancer
Topotecan	DB01030	Malignant neoplasm of ovary	C1140680		Approved			1		DOID:2394	ovarian cancer
Melphalan	DB01042	Malignant neoplasm of ovary	C1140680		Approved			1		DOID:2394	ovarian cancer
Paclitaxel	DB01229	Malignant neoplasm of ovary	C1140680		Approved			1		DOID:2394	ovarian cancer
Thiotepa	DB04572	Malignant neoplasm of ovary	C1140680		Approved			1		DOID:2394	ovarian cancer
Trabectedin	DB05109	Malignant neoplasm of ovary	C1140680		Approved			1		DOID:2394	ovarian cancer
Olaparib	DB09074	Malignant neoplasm of ovary	C1140680		Approved			1		DOID:2394	ovarian cancer
Celecoxib	DB00482	Malignant neoplasm of ovary	C1140680	NCT01175772	Terminated	Phase 2	Due to change in the national policy of medications	0	True	DOID:2394	ovarian cancer
Methotrexate	DB00563	Malignant neoplasm of ovary	C1140680	NCT01175772	Terminated	Phase 2	Due to change in the national policy of medications	0	True	DOID:2394	ovarian cancer
Betamethasone	DB00443	Lupus Erythematosus, Systemic	C0024141		Approved			1		DOID:9074	systemic lupus erythematosus
Chloroquine	DB00608	Lupus Erythematosus, Systemic	C0024141		Approved			1		DOID:9074	systemic lupus erythematosus
Triamcinolone	DB00620	Lupus Erythematosus, Systemic	C0024141		Approved			1		DOID:9074	systemic lupus erythematosus
Prednisone	DB00635	Lupus Erythematosus, Systemic	C0024141		Approved			1		DOID:9074	systemic lupus erythematosus
Hydrocortisone	DB00741	Lupus Erythematosus, Systemic	C0024141		Approved			1		DOID:9074	systemic lupus erythematosus
Prednisolone	DB00860	Lupus Erythematosus, Systemic	C0024141		Approved			1		DOID:9074	systemic lupus erythematosus
Methylprednisolone	DB00959	Lupus Erythematosus, Systemic	C0024141		Approved			1		DOID:9074	systemic lupus erythematosus
Dexamethasone	DB01234	Lupus Erythematosus, Systemic	C0024141		Approved			1		DOID:9074	systemic lupus erythematosus
Cortisone acetate	DB01380	Lupus Erythematosus, Systemic	C0024141		Approved			1		DOID:9074	systemic lupus erythematosus
Hydroxychloroquine	DB01611	Lupus Erythematosus, Systemic	C0024141		Approved			1		DOID:9074	systemic lupus erythematosus
Belimumab	DB08879	Lupus Erythematosus, Systemic	C0024141		Approved			1		DOID:9074	systemic lupus erythematosus
Mycophenolate mofetil	DB00688	Lupus Erythematosus, Systemic	C0024141	NCT00430677	Terminated	Phase 2/Phase 3	Terminated due to failure to meet the primary efficacy endpoint in the Short-term Period	0	True	DOID:9074	systemic lupus erythematosus
Mycophenolic acid	DB01024	Lupus Erythematosus, Systemic	C0024141	NCT00430677	Terminated	Phase 2/Phase 3	Terminated due to failure to meet the primary efficacy endpoint in the Short-term Period	0	True	DOID:9074	systemic lupus erythematosus
Abatacept	DB01281	Lupus Erythematosus, Systemic	C0024141	NCT00430677	Terminated	Phase 2/Phase 3	Terminated due to failure to meet the primary efficacy endpoint in the Short-term Period	0	True	DOID:9074	systemic lupus erythematosus
Alemtuzumab	DB00087	Lupus Erythematosus, Systemic	C0024141	NCT00684255	Terminated	Phase 1	inactive	0	True	DOID:9074	systemic lupus erythematosus
Busulfan	DB01008	Lupus Erythematosus, Systemic	C0024141	NCT00684255	Terminated	Phase 1	inactive	0	True	DOID:9074	systemic lupus erythematosus
Fludarabine	DB01073	Lupus Erythematosus, Systemic	C0024141	NCT00684255	Terminated	Phase 1	inactive	0	True	DOID:9074	systemic lupus erythematosus
Betamethasone	DB00443	Mycosis Fungoides	C0026948		Approved			1		DOID:2531	hematologic cancer
Cyclophosphamide	DB00531	Mycosis Fungoides	C0026948		Approved			1		DOID:2531	hematologic cancer
Methotrexate	DB00563	Mycosis Fungoides	C0026948		Approved			1		DOID:2531	hematologic cancer
Vinblastine	DB00570	Mycosis Fungoides	C0026948		Approved			1		DOID:2531	hematologic cancer
Triamcinolone	DB00620	Mycosis Fungoides	C0026948		Approved			1		DOID:2531	hematologic cancer
Prednisone	DB00635	Mycosis Fungoides	C0026948		Approved			1		DOID:2531	hematologic cancer
Hydrocortisone	DB00741	Mycosis Fungoides	C0026948		Approved			1		DOID:2531	hematologic cancer
Prednisolone	DB00860	Mycosis Fungoides	C0026948		Approved			1		DOID:2531	hematologic cancer
Mechlorethamine	DB00888	Mycosis Fungoides	C0026948		Approved			1		DOID:2531	hematologic cancer
Methylprednisolone	DB00959	Mycosis Fungoides	C0026948		Approved			1		DOID:2531	hematologic cancer
Dexamethasone	DB01234	Mycosis Fungoides	C0026948		Approved			1		DOID:2531	hematologic cancer
Cortisone acetate	DB01380	Mycosis Fungoides	C0026948		Approved			1		DOID:2531	hematologic cancer
Betamethasone	DB00443	Anemia, Diamond-Blackfan	C1260899		Approved			1		DOID:2355	anemia
Triamcinolone	DB00620	Anemia, Diamond-Blackfan	C1260899		Approved			1		DOID:2355	anemia
Prednisone	DB00635	Anemia, Diamond-Blackfan	C1260899		Approved			1		DOID:2355	anemia
Hydrocortisone	DB00741	Anemia, Diamond-Blackfan	C1260899		Approved			1		DOID:2355	anemia
Drostanolone	DB00858	Anemia, Diamond-Blackfan	C1260899		Approved			1		DOID:2355	anemia
Prednisolone	DB00860	Anemia, Diamond-Blackfan	C1260899		Approved			1		DOID:2355	anemia
Methylprednisolone	DB00959	Anemia, Diamond-Blackfan	C1260899		Approved			1		DOID:2355	anemia
Dexamethasone	DB01234	Anemia, Diamond-Blackfan	C1260899		Approved			1		DOID:2355	anemia
Cortisone acetate	DB01380	Anemia, Diamond-Blackfan	C1260899		Approved			1		DOID:2355	anemia
Oxymetholone	DB06412	Anemia, Diamond-Blackfan	C1260899		Approved			1		DOID:2355	anemia
Betamethasone	DB00443	Psoriasis	C0033860		Approved			1		DOID:8893	psoriasis
Acitretin	DB00459	Psoriasis	C0033860		Approved			1		DOID:8893	psoriasis
Methotrexate	DB00563	Psoriasis	C0033860		Approved			1		DOID:8893	psoriasis
Triamcinolone	DB00620	Psoriasis	C0033860		Approved			1		DOID:8893	psoriasis
Prednisone	DB00635	Psoriasis	C0033860		Approved			1		DOID:8893	psoriasis
Hydrocortisone	DB00741	Psoriasis	C0033860		Approved			1		DOID:8893	psoriasis
Tazarotene	DB00799	Psoriasis	C0033860		Approved			1		DOID:8893	psoriasis
Prednisolone	DB00860	Psoriasis	C0033860		Approved			1		DOID:8893	psoriasis
Methylprednisolone	DB00959	Psoriasis	C0033860		Approved			1		DOID:8893	psoriasis
Dexamethasone	DB01234	Psoriasis	C0033860		Approved			1		DOID:8893	psoriasis
Cortisone acetate	DB01380	Psoriasis	C0033860		Approved			1		DOID:8893	psoriasis
Ustekinumab	DB05679	Psoriasis	C0033860		Approved			1		DOID:8893	psoriasis
Erlotinib	DB00530	Psoriasis	C0033860	NCT01006096	Withdrawn	Phase 2	IND not obtained	0	True	DOID:8893	psoriasis
Niacin	DB00627	Psoriasis	C0033860	NCT01368887	Suspended	Phase 2	Sponsor seeking additional financial support before starting the study	0	True	DOID:8893	psoriasis
Calcipotriol	DB02300	Psoriasis	C0033860	NCT01368887	Suspended	Phase 2	Sponsor seeking additional financial support before starting the study	0	True	DOID:8893	psoriasis
Nicotinamide	DB02701	Psoriasis	C0033860	NCT01368887	Suspended	Phase 2	Sponsor seeking additional financial support before starting the study	0	True	DOID:8893	psoriasis
Epirubicin	DB00445	Breast Carcinoma	C0678222		Approved			1		DOID:1612	breast cancer
Doxorubicin	DB00997	Breast Carcinoma	C0678222		Approved			1		DOID:1612	breast cancer
Paclitaxel	DB01229	Breast Carcinoma	C0678222		Approved			1		DOID:1612	breast cancer
Docetaxel	DB01248	Breast Carcinoma	C0678222		Approved			1		DOID:1612	breast cancer
Everolimus	DB01590	Breast Carcinoma	C0678222		Approved			1		DOID:1612	breast cancer
Ixabepilone	DB04845	Breast Carcinoma	C0678222		Approved			1		DOID:1612	breast cancer
Montelukast	DB00471	Allergic asthma	C0155877		Approved			1		DOID:2841	asthma
Fluticasone Propionate	DB00588	Allergic asthma	C0155877		Approved			1		DOID:2841	asthma
Zileuton	DB00744	Allergic asthma	C0155877		Approved			1		DOID:2841	asthma
Mometasone	DB00764	Allergic asthma	C0155877		Approved			1		DOID:2841	asthma
Salmeterol	DB00938	Allergic asthma	C0155877		Approved			1		DOID:2841	asthma
Formoterol	DB00983	Allergic asthma	C0155877		Approved			1		DOID:2841	asthma
Montelukast	DB00471	Intrinsic asthma	C0155880		Approved			1		DOID:2841	asthma
Fluticasone Propionate	DB00588	Intrinsic asthma	C0155880		Approved			1		DOID:2841	asthma
Zileuton	DB00744	Intrinsic asthma	C0155880		Approved			1		DOID:2841	asthma
Mometasone	DB00764	Intrinsic asthma	C0155880		Approved			1		DOID:2841	asthma
Salmeterol	DB00938	Intrinsic asthma	C0155880		Approved			1		DOID:2841	asthma
Formoterol	DB00983	Intrinsic asthma	C0155880		Approved			1		DOID:2841	asthma
Flutamide	DB00499	Prostatic Neoplasms	C0033578		Approved			1		DOID:10283	prostate cancer
Estramustine	DB01196	Prostatic Neoplasms	C0033578		Approved			1		DOID:10283	prostate cancer
Haloperidol	DB00502	Gilles de la Tourette syndrome	C0040517		Approved			1		DOID:11119	Gilles de la Tourette syndrome
Pimozide	DB01100	Gilles de la Tourette syndrome	C0040517		Approved			1		DOID:11119	Gilles de la Tourette syndrome
Cyclophosphamide	DB00531	Lymphoma	C0024299		Approved			1		DOID:2531	hematologic cancer
Pegfilgrastim	DB00019	Lymphoma	C0024299	NCT01016795	Terminated	Phase 2	Study closed Nov 2000 by Amgen, who stopped drug delivery	0	True	DOID:2531	hematologic cancer
Cyclophosphamide	DB00531	Neuroblastoma	C0027819		Approved			1		DOID:1192	peripheral nervous system neoplasm
Vincristine	DB00541	Neuroblastoma	C0027819		Approved			1		DOID:1192	peripheral nervous system neoplasm
Doxorubicin	DB00997	Neuroblastoma	C0027819		Approved			1		DOID:1192	peripheral nervous system neoplasm
Dinutuximab	DB09077	Neuroblastoma	C0027819		Approved			1		DOID:1192	peripheral nervous system neoplasm
Topotecan	DB01030	Neuroblastoma	C0027819	NCT00389766	Withdrawn	Phase 2	Withdrawn because protocol has been discontinued. It was never opened.	0	True	DOID:1192	peripheral nervous system neoplasm
Erlotinib	DB00530	Neuroblastoma	C0027819	NCT00947167	Terminated	Phase 2	Extreme toxicity of Pertuzumab and Erlotinib combination	0	True	DOID:1192	peripheral nervous system neoplasm
Pertuzumab	DB06366	Neuroblastoma	C0027819	NCT00947167	Terminated	Phase 2	Extreme toxicity of Pertuzumab and Erlotinib combination	0	True	DOID:1192	peripheral nervous system neoplasm
Isotretinoin	DB00982	Neuroblastoma	C0027819	NCT01916187	Withdrawn	Phase 1	drug company withdrww support following a re-examination of the benefit-risk assessment for    the investigational use of imetelstat in this population	0	True	DOID:1192	peripheral nervous system neoplasm
Cyclophosphamide	DB00531	Retinoblastoma	C0035335		Approved			1		DOID:2174	ocular cancer
Busulfan	DB01008	Retinoblastoma	C0035335	NCT00623077	Terminated	Phase 1	Replaced by another study	0	True	DOID:2174	ocular cancer
Ifosfamide	DB01181	Retinoblastoma	C0035335	NCT00623077	Terminated	Phase 1	Replaced by another study	0	True	DOID:2174	ocular cancer
Vincristine	DB00541	Rhabdomyosarcoma	C0035412		Approved			1		DOID:4045	muscle cancer
Dactinomycin	DB00970	Rhabdomyosarcoma	C0035412		Approved			1		DOID:4045	muscle cancer
Vincristine	DB00541	Nephroblastoma	C0027708		Approved			1		DOID:263	kidney cancer
Dactinomycin	DB00970	Nephroblastoma	C0027708		Approved			1		DOID:263	kidney cancer
Doxorubicin	DB00997	Nephroblastoma	C0027708		Approved			1		DOID:263	kidney cancer
Vincristine	DB00541	Burkitt Lymphoma	C0006413		Approved			1		DOID:2531	hematologic cancer
Methotrexate	DB00563	Burkitt Lymphoma	C0006413		Approved			1		DOID:2531	hematologic cancer
Doxorubicin	DB00997	Burkitt Lymphoma	C0006413		Approved			1		DOID:2531	hematologic cancer
Dexamethasone	DB01234	Burkitt Lymphoma	C0006413		Approved			1		DOID:2531	hematologic cancer
Fluorouracil	DB00544	Malignant neoplasm of stomach	C0024623		Approved			1		DOID:10534	stomach cancer
Capecitabine	DB01101	Malignant neoplasm of stomach	C0024623		Approved			1		DOID:10534	stomach cancer
Docetaxel	DB01248	Malignant neoplasm of stomach	C0024623		Approved			1		DOID:10534	stomach cancer
Oteracil	DB03209	Malignant neoplasm of stomach	C0024623		Approved			1		DOID:10534	stomach cancer
Tegafur	DB09256	Malignant neoplasm of stomach	C0024623		Approved			1		DOID:10534	stomach cancer
Gimeracil	DB09257	Malignant neoplasm of stomach	C0024623		Approved			1		DOID:10534	stomach cancer
Citalopram	DB00215	Malignant neoplasm of stomach	C0024623	NCT00387348	Terminated	Phase 3	DSMB stopped study because placebo arm had more adverse events	0	True	DOID:10534	stomach cancer
Cisplatin	DB00515	Malignant neoplasm of stomach	C0024623	NCT00568971	Terminated	Phase 2	The study has finished.	0	True	DOID:10534	stomach cancer
Aldesleukin	DB00041	Malignant neoplasm of stomach	C0024623	NCT01212887	Terminated	Phase 1	due to safety concerns and lack of efficacy	0	True	DOID:10534	stomach cancer
Vidarabine	DB00194	Malignant neoplasm of stomach	C0024623	NCT01212887	Terminated	Phase 1	due to safety concerns and lack of efficacy	0	True	DOID:10534	stomach cancer
Cyclophosphamide	DB00531	Malignant neoplasm of stomach	C0024623	NCT01212887	Terminated	Phase 1	due to safety concerns and lack of efficacy	0	True	DOID:10534	stomach cancer
Fludarabine	DB01073	Malignant neoplasm of stomach	C0024623	NCT01212887	Terminated	Phase 1	due to safety concerns and lack of efficacy	0	True	DOID:10534	stomach cancer
Cetuximab	DB00002	Malignant neoplasm of stomach	C0024623	NCT01611506	Terminated	Phase 1/Phase 2	Outcome of EXPAND study (no benefit from adding cetuximab to the first-line chemotherapy in    advanced gastric cancer in the overall patient population)	0	True	DOID:10534	stomach cancer
Cisplatin	DB00515	Malignant neoplasm of stomach	C0024623	NCT01611506	Terminated	Phase 1/Phase 2	Outcome of EXPAND study (no benefit from adding cetuximab to the first-line chemotherapy in    advanced gastric cancer in the overall patient population)	0	True	DOID:10534	stomach cancer
Cisplatin	DB00515	Malignant neoplasm of stomach	C0024623	NCT02137343	Terminated	Phase 3	All Amgen sponsored AMG102 clinical studies were terminated following a pre-planned Data    Monitoring Committee safety review of study 20070622.	0	True	DOID:10534	stomach cancer
Methoxsalen	DB00553	Vitiligo	C0042900		Approved			1		DOID:12306	vitiligo
Trioxsalen	DB04571	Vitiligo	C0042900		Approved			1		DOID:12306	vitiligo
Methotrexate	DB00563	Gestational Trophoblastic Neoplasms	C1135868		Approved			1		DOID:2994	germ cell cancer
Vinblastine	DB00570	Gestational Trophoblastic Neoplasms	C1135868		Approved			1		DOID:2994	germ cell cancer
Dactinomycin	DB00970	Gestational Trophoblastic Neoplasms	C1135868		Approved			1		DOID:2994	germ cell cancer
Methotrexate	DB00563	Osteosarcoma of bone	C0585442		Approved			1		DOID:184	bone cancer
Doxorubicin	DB00997	Osteosarcoma of bone	C0585442		Approved			1		DOID:184	bone cancer
Vinblastine	DB00570	Malignant neoplasm of testis	C0153594		Approved			1		DOID:2998	testicular cancer
Chloroquine	DB00608	Quartan malaria	C0024536		Approved			1		DOID:12365	malaria
Hydroxychloroquine	DB01611	Quartan malaria	C0024536		Approved			1		DOID:12365	malaria
Chloroquine	DB00608	Ovale malaria	C0152072		Approved			1		DOID:12365	malaria
Hydroxychloroquine	DB01611	Ovale malaria	C0152072		Approved			1		DOID:12365	malaria
Triamcinolone	DB00620	Alopecia Areata	C0002171		Approved			1		DOID:986	alopecia areata
Leucovorin	DB00650	Anemia, Megaloblastic	C0002888		Approved			1		DOID:2355	anemia
Levoleucovorin	DB11596	Anemia, Megaloblastic	C0002888		Approved			1		DOID:2355	anemia
Galantamine	DB00674	Alzheimer's Disease	C0002395		Approved			1		DOID:10652	Alzheimer's disease
Donepezil	DB00843	Alzheimer's Disease	C0002395		Approved			1		DOID:10652	Alzheimer's disease
Rivastigmine	DB00989	Alzheimer's Disease	C0002395		Approved			1		DOID:10652	Alzheimer's disease
Tamoxifen	DB00675	Invasive Ductal Breast Carcinoma	C1134719		Approved			1		DOID:1612	breast cancer
Daunorubicin	DB00694	Acute monocytic leukemia	C0023465		Approved			1		DOID:2531	hematologic cancer
Methazolamide	DB00703	Angle Closure Glaucoma	C0017605		Approved			1		DOID:1686	glaucoma
Acetazolamide	DB00819	Angle Closure Glaucoma	C0017605		Approved			1		DOID:1686	glaucoma
Diclofenamide	DB01144	Angle Closure Glaucoma	C0017605		Approved			1		DOID:1686	glaucoma
Risperidone	DB00734	Autistic Disorder	C0004352		Approved			1		DOID:12849	autistic disorder
Aripiprazole	DB01238	Autistic Disorder	C0004352		Approved			1		DOID:12849	autistic disorder
Riluzole	DB00740	Amyotrophic Lateral Sclerosis	C0002736		Approved			1		DOID:332	amyotrophic lateral sclerosis
Pioglitazone	DB01132	Amyotrophic Lateral Sclerosis	C0002736	NCT00690118	Terminated	Phase 2	The interim analysis showed no tendency in favour of the verum group. Therefore it was decided    to stop the study prematurely.	0	True	DOID:332	amyotrophic lateral sclerosis
Etoposide	DB00773	Small cell carcinoma of lung	C0149925		Approved			1		DOID:1324	lung cancer
Doxorubicin	DB00997	Small cell carcinoma of lung	C0149925		Approved			1		DOID:1324	lung cancer
Topotecan	DB01030	Small cell carcinoma of lung	C0149925		Approved			1		DOID:1324	lung cancer
Cisplatin	DB00515	Small cell carcinoma of lung	C0149925	NCT00977561	Terminated	Phase 2	See termination reason in detailed description.	0	True	DOID:1324	lung cancer
Carboplatin	DB00958	Small cell carcinoma of lung	C0149925	NCT00977561	Terminated	Phase 2	See termination reason in detailed description.	0	True	DOID:1324	lung cancer
Carboplatin	DB00958	Small cell carcinoma of lung	C0149925	NCT01722292	Terminated	Phase 1/Phase 2	Change in clinical strategy.	0	True	DOID:1324	lung cancer
Temozolomide	DB00853	Anaplastic astrocytoma	C0334579		Approved			1		DOID:3070	malignant glioma
Valproic Acid	DB00313	Anaplastic astrocytoma	C0334579	NCT01861990	Withdrawn	Phase 1	Feasibility of the trial was proven to be absent.	0	True	DOID:3070	malignant glioma
Drostanolone	DB00858	Aplastic Anemia	C0002874		Approved			1		DOID:2355	anemia
Oxymetholone	DB06412	Aplastic Anemia	C0002874		Approved			1		DOID:2355	anemia
Daclizumab	DB00111	Aplastic Anemia	C0002874	NCT00001962	Terminated	Phase 2	DSMB recommended closing the study and publishing the results	0	True	DOID:2355	anemia
Dactinomycin	DB00970	Ewings sarcoma	C0553580		Approved			1		DOID:184	bone cancer
Minocycline	DB01017	Periodontitis	C0031099		Approved			1		DOID:824	periodontitis
Lidocaine	DB00281	Periodontitis	C0031099	NCT01878864	Terminated	Phase 2	Too slow patient inclusion and superior effect of the injection	0	True	DOID:824	periodontitis
Bupivacaine	DB00297	Periodontitis	C0031099	NCT01878864	Terminated	Phase 2	Too slow patient inclusion and superior effect of the injection	0	True	DOID:824	periodontitis
Epinephrine	DB00668	Periodontitis	C0031099	NCT01878864	Terminated	Phase 2	Too slow patient inclusion and superior effect of the injection	0	True	DOID:824	periodontitis
Echothiophate	DB01057	Glaucoma	C0017601		Approved			1		DOID:1686	glaucoma
Bupranolol	DB08808	Glaucoma	C0017601		Approved			1		DOID:1686	glaucoma
Echothiophate	DB01057	Esotropia	C0014877		Approved			1		DOID:9835	refractive error
Vigabatrin	DB01080	West Syndrome	C0037769		Approved			1		DOID:1826	epilepsy syndrome
Corticotropin	DB01285	West Syndrome	C0037769		Approved			1		DOID:1826	epilepsy syndrome
Diazoxide	DB01119	insulinoma	C0021670		Approved			1		DOID:1793	pancreatic cancer
Lomustine	DB01206	Brain Neoplasms	C0006118		Approved			1		DOID:1319	brain cancer
Docetaxel	DB01248	Malignant neoplasm of prostate	C0376358		Approved			1		DOID:10283	prostate cancer
Abiraterone	DB05812	Malignant neoplasm of prostate	C0376358		Approved			1		DOID:10283	prostate cancer
Enzalutamide	DB08899	Malignant neoplasm of prostate	C0376358		Approved			1		DOID:10283	prostate cancer
Radium Ra 223 Dichloride	DB08913	Malignant neoplasm of prostate	C0376358		Approved			1		DOID:10283	prostate cancer
Ursodeoxycholic acid	DB01586	Primary biliary cirrhosis	C0008312		Approved			1		DOID:12236	primary biliary cirrhosis
Iron	DB01592	Anemia of prematurity	C0158996		Approved			1		DOID:2355	anemia
Sodium ferric gluconate complex	DB09517	Anemia of prematurity	C0158996		Approved			1		DOID:2355	anemia
Trabectedin	DB05109	leiomyosarcoma	C0023269		Approved			1		DOID:4045	muscle cancer
Ramucirumab	DB05578	Gastric Adenocarcinoma	C0278701		Approved			1		DOID:10534	stomach cancer
Vismodegib	DB08828	Basal cell carcinoma	C0007117		Approved			1		DOID:4159	skin cancer
Sonidegib	DB09143	Basal cell carcinoma	C0007117		Approved			1		DOID:4159	skin cancer
Ulipristal	DB08867	Uterine Fibroids	C0042133		Approved			1		DOID:13223	uterine fibroid
Cabozantinib	DB08875	Medullary carcinoma of thyroid	C0238462		Approved			1		DOID:1781	thyroid cancer
Ruxolitinib	DB08877	Myelofibrosis	C0026987		Approved			1		DOID:2531	hematologic cancer
Teriparatide	DB06285	Myelofibrosis	C0026987	NCT00393380	Terminated	Phase 2	Study stopped because of toxicity concerns.	0	True	DOID:2531	hematologic cancer
Nivolumab	DB09035	Squamous cell carcinoma of lung	C0149782		Approved			1		DOID:1324	lung cancer
Olaparib	DB09074	Epithelial tumor of ovary	C0341823		Approved			1		DOID:2394	ovarian cancer
Lenvatinib	DB09078	Follicular thyroid carcinoma	C0206682		Approved			1		DOID:1781	thyroid cancer
Lenvatinib	DB09078	Papillary thyroid carcinoma	C0238463		Approved			1		DOID:1781	thyroid cancer
Alirocumab	DB09302	Atherosclerosis	C0004153		Approved			1		DOID:1936	atherosclerosis
Clopidogrel	DB00758	Atherosclerosis	C0004153	NCT00385138	Terminated	Phase 3	Insufficient evidence of the clinical effectiveness of cangrelor	0	True	DOID:1936	atherosclerosis
Cangrelor	DB06441	Atherosclerosis	C0004153	NCT00385138	Terminated	Phase 3	Insufficient evidence of the clinical effectiveness of cangrelor	0	True	DOID:1936	atherosclerosis
Daclizumab	DB00111	Pure Red-Cell Aplasia	C0034902	NCT00001962	Terminated	Phase 2	DSMB recommended closing the study and publishing the results	0	True	DOID:2355	anemia
Cyclosporine	DB00091	leukemia	C0023418	NCT00003056	Terminated	Phase 3	Interim analysis indicated study should be terminated	0	True	DOID:2531	hematologic cancer
Methotrexate	DB00563	leukemia	C0023418	NCT00003056	Terminated	Phase 3	Interim analysis indicated study should be terminated	0	True	DOID:2531	hematologic cancer
Alemtuzumab	DB00087	leukemia	C0023418	NCT00069992	Terminated	Phase 2	Closed due to competing protocols	0	True	DOID:2531	hematologic cancer
Fludarabine	DB01073	leukemia	C0023418	NCT00069992	Terminated	Phase 2	Closed due to competing protocols	0	True	DOID:2531	hematologic cancer
Cytarabine	DB00987	leukemia	C0023418	NCT00411281	Withdrawn	Phase 3	Per Group Chair: This study will not move forward.	0	True	DOID:2531	hematologic cancer
Peginterferon alfa-2b	DB00022	leukemia	C0023418	NCT00415857	Terminated	Phase 2	Vaccine sponsor ceased operations.	0	True	DOID:2531	hematologic cancer
Imatinib	DB00619	leukemia	C0023418	NCT00415857	Terminated	Phase 2	Vaccine sponsor ceased operations.	0	True	DOID:2531	hematologic cancer
Aldesleukin	DB00041	leukemia	C0023418	NCT00625729	Terminated	Phase 1/Phase 2	No patients exhibited natural killer cell expansion (primary endpoint).	0	True	DOID:2531	hematologic cancer
Rituximab	DB00073	leukemia	C0023418	NCT00625729	Terminated	Phase 1/Phase 2	No patients exhibited natural killer cell expansion (primary endpoint).	0	True	DOID:2531	hematologic cancer
Fludarabine	DB01073	leukemia	C0023418	NCT00625729	Terminated	Phase 1/Phase 2	No patients exhibited natural killer cell expansion (primary endpoint).	0	True	DOID:2531	hematologic cancer
Cyclophosphamide	DB00531	leukemia	C0023418	NCT00626626	Terminated	Phase 1/Phase 2	Investigator decision	0	True	DOID:2531	hematologic cancer
Clofarabine	DB00631	leukemia	C0023418	NCT00626626	Terminated	Phase 1/Phase 2	Investigator decision	0	True	DOID:2531	hematologic cancer
Vidarabine	DB00194	leukemia	C0023418	NCT00827099	Terminated	Phase 2	Unacceptable morbidity & mortality	0	True	DOID:2531	hematologic cancer
Mycophenolate mofetil	DB00688	leukemia	C0023418	NCT00827099	Terminated	Phase 2	Unacceptable morbidity & mortality	0	True	DOID:2531	hematologic cancer
Tacrolimus	DB00864	leukemia	C0023418	NCT00827099	Terminated	Phase 2	Unacceptable morbidity & mortality	0	True	DOID:2531	hematologic cancer
Mycophenolic acid	DB01024	leukemia	C0023418	NCT00827099	Terminated	Phase 2	Unacceptable morbidity & mortality	0	True	DOID:2531	hematologic cancer
Melphalan	DB01042	leukemia	C0023418	NCT00827099	Terminated	Phase 2	Unacceptable morbidity & mortality	0	True	DOID:2531	hematologic cancer
Fludarabine	DB01073	leukemia	C0023418	NCT00827099	Terminated	Phase 2	Unacceptable morbidity & mortality	0	True	DOID:2531	hematologic cancer
Azacitidine	DB00928	leukemia	C0023418	NCT00997243	Terminated	Phase 2	Drug no longer being supplied by sponsor	0	True	DOID:2531	hematologic cancer
Asparaginase	DB00023	leukemia	C0023418	NCT01005914	Terminated	Phase 2	Increased rate of bacterial infections	0	True	DOID:2531	hematologic cancer
Pegaspargase	DB00059	leukemia	C0023418	NCT01005914	Terminated	Phase 2	Increased rate of bacterial infections	0	True	DOID:2531	hematologic cancer
Cyclophosphamide	DB00531	leukemia	C0023418	NCT01005914	Terminated	Phase 2	Increased rate of bacterial infections	0	True	DOID:2531	hematologic cancer
Vincristine	DB00541	leukemia	C0023418	NCT01005914	Terminated	Phase 2	Increased rate of bacterial infections	0	True	DOID:2531	hematologic cancer
Methotrexate	DB00563	leukemia	C0023418	NCT01005914	Terminated	Phase 2	Increased rate of bacterial infections	0	True	DOID:2531	hematologic cancer
Imatinib	DB00619	leukemia	C0023418	NCT01005914	Terminated	Phase 2	Increased rate of bacterial infections	0	True	DOID:2531	hematologic cancer
Prednisolone	DB00860	leukemia	C0023418	NCT01005914	Terminated	Phase 2	Increased rate of bacterial infections	0	True	DOID:2531	hematologic cancer
Methylprednisolone	DB00959	leukemia	C0023418	NCT01005914	Terminated	Phase 2	Increased rate of bacterial infections	0	True	DOID:2531	hematologic cancer
